"CATEGORY","CLUE","COUNT","DIFFICULTY"
"25","this man examined the failings of philosophers in debate in a work that outlines thirty-eight methods for winning an argument.","1","7"
"21","the second part of another album by this man features adaptations of songs by george and ira gershwin such as ""summertime.""","1","6"
"19","for ten points, identify this haitian syncretic religion that has namesake dolls.","1","3"
"18","for 10 points, name this city, the home of the louvre and capital of france.","1","9"
"15","one character's incessant nightly howling is prompted by the cat of his roommate huple and brings comfort to a character deathly afraid of having his throat slit.","1","3"
"15","this poet listed goat-footed creatures puffing their cheeks and fauns dancing with girls from a bacchanalian choir in a poem declaring that so may the poets sarcophagus be adorned, / with this book the writer has filled with the beauty of life.","1","9"
"14","this deity hung from his own spear, hrungnir, for nine days to gain knowledge of runes.","1","6"
"26","this man refused to support the graham/cassidy health care plan and spoke out against obamacare lite plans.","2","8"
"17","for a black hole, this quantity is given by the product of the area of that black hole with boltzmann's constant, divided by four times the planck length squared.","1","3"
"16","for 10 points, name this city where the first three law and order programs took place.","1","6"
"14","son of bor and bestla, he fathered vidar with the giantess grid.","1","2"
"17","ftp, name these objects, some common examples of which include the cypress and the oak.","1","9"
"20","irrigation projects promoted by king anawrahta helped this river water the fields of the pagan kingdom.","1","8"
"17","the limiting difference between the harmonic series and the natural logarithm is named after this man and mascheroni.","1","4"
"18","this nations independence was recognized after a bilateral friendship treaty was signed at wuchale.","1","4"
"15","he wrote the book of imaginary beings and collaborated with adolfo bioy casares on detective stories.","1","6"
"19","one of its basic principles is anekantevada, which asserts the legitimacy of multiple points of view, and it holds that time passes in repeated utsarpinis and avsarpinis.","1","3"
"22","he argued against reparations in a work critical of the treaty of versailles, the economic consequences of the peace, and in another work for increased government spending to combat recessions.","1","6"
"14","that resulted in him giving birth to sleipnir, the eight-legged horse of odin.","1","3"
"22","he discusses labor-saving techniques in a chapter ""on machinery,"" and after marrying a quaker, he wrote the high price of bullion and formulated a theory that would be discovered concurrently by robert torrens.","1","7"
"20","tourist attractions on this island include the limestone needle formations of its tsingy region, as well as its avenue of the baobabs.","1","5"
"21","for10 points, name this deaf german composer whose ninth symphony is the called the ""choral.""","1","6"
"14","a  bowl is held over his head by his wife sigyn to catch the venom that drips into his face as punishment for causing hoder to kill balder, and at ragnarok he will be killed by heimdall.","1","3"
"14","this god has a chariot that is pulled by  parrots, and servespriestly functions within the pantheon.","1","8"
"19","adherents of this religion regard the white shrine and theological school of khalwat al-bayada as holy.","1","7"
"18","ftp, identify this landlocked east african country with capital at addis ababa.","1","4"
"18","this country's civil war ended in 1996 and was followed by a truth and reconciliation commission.","1","9"
"25","in another treatise, this author of discourse on inequality argued that a sovereign must govern according to the peoples general will.","1","6"
"25","one work by this philosopher warns parents against loving their children's faults and claims parents must respect their children as ""rational creatures"" once they reach maturity.","1","6"
"15","she wrote that the title subject of another of her poems will not have been written till the autocrats amongus can be literalists of the imagination or until imaginary gardens with real toads have formed.","1","8"
"16","this band, whose guitarist has a ph.d in astrophysics, reached #1 in the u.s.","1","2"
"19","its observance includes special evening prayers known as tarawih, and it includes the time in which the laylat al-qadr, or night of power, occurred.","1","2"
"18","lupo ii of gascony, as recorded by einhard, defeated this ruler's general eginhard at the battle of roncevaux pass which also resulted in the death of his paladin roland.","1","3"
"20","off its coast is delft island, and the victoria falls reservoir is in its center.","1","4"
"16","in a form of theater from this country, the set is just a painting of a pine tree.","1","4"
"26","in 2003, this man named ""beautiful secretaries"" as a reason to invest in his country.","1","6"
"21","an orange-clad woman gestures toward pallbearers in his the lictors bring to brutus the bodies of his sons, and in another work of his, belisarius begs for alms.","1","3"
